,ID,NOMBRE PROYECTO,DIRECCIÓN,COMUNA,LATITUD,LONGITUD,INMOBILIARIA,TIPO PROYECTO,FECHA DE ENTREGA,SUP. PROMEDIO,TOTAL UNIDADES PROYECTO,VIGENCIA,FECHA DE PROCESO,CLIMA
1351,1352,FLOW,"VIxCjUÑAUBMsACKzExNfNA591t3j7f5x, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.448889699999995,-70.6692655,ECHEVERRIA IZQUIERDO INMOBILIARIA E INVERSIONES,DEPARTAMENTO,43525,54.5,200,1,2022-12-16,por definir
1352,1353,ALTO PARQUE,"PRfEzSsIyDIElNITEHQBxArLMAtCErDlA232f6r1z0x, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.448889699999995,-70.6692655,INMOBILIARIA PARQUE LOS REYES SPA,DEPARTAMENTO,43800,53.5,110,0,2022-12-16,por definir
1353,1354,EDIFICIO ELECCION,"TsOzCiORjNiALWH6s7z3x, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.448889699999995,-70.6692655,PAZ INMOBILIARIA,DEPARTAMENTO,43891,57.0,380,0,2022-12-16,por definir
1354,1355,EDIFICIO SAN FRANCISCO 526,"SlAfN8PFRAyNICISCfO6E5x2I6f, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.448889699999995,-70.6692655,SSILVA GESTION INMOBILIARIA,DEPARTAMENTO,43891,44.0,190,0,2022-12-16,por definir
1355,1356,EDIFICIO DIECIOCHO SANTIAGO CENTRO,"DIlECIIEzOiCsHiONWS/sN, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.501106199999995,-70.6458574,PILARES,DEPARTAMENTO,43525,50.0,180,0,2022-12-16,por definir
1356,1357,PARQUE CATEDRAL,"CsATEDtRtAyLAA3j1r5y1r, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.448889699999995,-70.6692655,RUPANCO,DEPARTAMENTO,43435,30.5,150,0,2022-12-16,por definir
1357,1358,EDIFICIO CARMEN 120,"CAiRMENQP1f2t0l, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.448889699999995,-70.6692655,INMOBILIARIA ANGULAR,DEPARTAMENTO,43800,44.0,119,0,2022-12-16,por definir
1358,1359,JARDINES DE VICUÑA MACKENNA IV,"DIsAGfONjAlL5GVsIzCtUÑlA27MiACtKENNAK32i0t0x4l, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.448889699999995,-70.6692655,SINERGIA,DEPARTAMENTO,43525,45.5,256,0,2022-12-16,por definir
1359,1360,EDIFICIO GOYNECHEA,"ClANIDxEiLAzRxIxA07GOtYElNEiCjHfEA354y6x6I7r, SANTIAGO, REGION METROPOLITANA, CHILE",VITACURA,-33.448889699999995,-70.6692655,INMOBILIARIA NUCLEOS,DEPARTAMENTO,43800,119.0,27,0,2022-12-16,por definir
1360,1361,EDIFICIO MONDO,"LOV7GArLLOUC1y8i2I3r, SANTIAGO, REGION METROPOLITANA, CHILE",VITACURA,-33.448889699999995,-70.6692655,INMOBILIA GESTION Y DESARROLLO,DEPARTAMENTO,43800,95.0,65,1,2022-12-16,por definir
1361,1362,MIRADOR LOS TRAPENSES,"LOSHGLIITRxESV3Sx/zN9E(rALV4FIlNlAtL), SANTIAGO, REGION METROPOLITANA, CHILE",LO BARNECHEA,-33.448889699999995,-70.6692655,MPC,CASA,43709,266.0,21,0,2022-12-16,por definir
1362,1363,PARQUE NOGALES,"PIE36ANIDItNOAOEjSQUIfNA4WLAfS49HtUAILTAITzAsS, SANTIAGO, REGION METROPOLITANA, CHILE",LO BARNECHEA,-33.448889699999995,-70.6692655,MPC,CASA,43800,164.5,33,1,2022-12-16,por definir
1363,1364,LOS OLIVOS DE SAN RAFAEL II,"ELC9TRxANiQUlE651f0z1l0r0t, SANTIAGO, REGION METROPOLITANA, CHILE",LO BARNECHEA,-33.448889699999995,-70.6692655,ALMAGRO S.A.,DEPARTAMENTO,43435,345.5,18,0,2022-12-16,por definir
1364,1365,EDIFICIO POCURO 2480,"PsOyCrUsRrOKQ2z4z8z0j, SANTIAGO, REGION METROPOLITANA, CHILE",PROVIDENCIA,-33.448889699999995,-70.6692655,INMOBILIARIA ALMAHUE,DEPARTAMENTO,43647,92.0,66,0,2022-12-16,por definir
1365,1366,ALTO EL MANZANO - CONDOMINIO CUMBRES,"KMC63z5VKRUsTiAPW57DNOfRtTrEME-PKALtTIOQ5EfLDKMANZxANO, SANTIAGO, REGION METROPOLITANA, CHILE",COLINA,-33.448889699999995,-70.6692655,ALTOS DEL HUERTO S.A.,CASA,43556,93.5,51,0,2022-12-16,por definir
1366,1367,VALLE NOGALES,"SAxNTyAP0EsLtElNAUH2y7i8s, SANTIAGO, REGION METROPOLITANA, CHILE",COLINA,-33.448889699999995,-70.6692655,INMOBILIARIA IMSA ADPORTAS,CASA,43831,129.5,96,1,2022-12-16,por definir
1367,1368,EDIFICIO RECREO 250,"RECREO 250, SANTIAGO, REGION METROPOLITANA, CHILE",ESTACION CENTRAL,-33.4573436,-70.6957877,RVC INGENIERIA Y CONSTRUCCION,DEPARTAMENTO,43831,46.5,255,0,2022-12-16,por definir
1368,1369,CONDOMINIO PALERMO 7041,"LOSGDLIyBERTAzDORtEyS3G7j0l4r1z, SANTIAGO, REGION METROPOLITANA, CHILE",HUECHURABA,-33.448889699999995,-70.6692655,ACTUAL GRUPO INMOBILIARIO,CASA,43556,88.5,92,0,2022-12-16,por definir
1369,1370,EDIFICIO BARCELONA,"VfIfCzUyÑAC3MxACxKENzNA0U6t9f4l, SANTIAGO, REGION METROPOLITANA, CHILE",LA CISTERNA,-33.448889699999995,-70.6692655,ACCION INMOBILIARIA,DEPARTAMENTO,43831,40.0,269,0,2022-12-16,por definir
1370,1371,AVENIDA OSSA 0171,"AyVENsIDAC5OSzSAWP0f1l7f1f, SANTIAGO, REGION METROPOLITANA, CHILE",LA CISTERNA,-33.448889699999995,-70.6692655,INMOBILIARIA RAUL DEL RIO,DEPARTAMENTO,43466,33.0,228,0,2022-12-16,por definir
1371,1372,CONEXIÓN OSSA,"AVtENfIyDAMVOSfSAQQ0l1l8f0I, SANTIAGO, REGION METROPOLITANA, CHILE",LA CISTERNA,-33.448889699999995,-70.6692655,ALMAZARA,DEPARTAMENTO,44013,43.5,220,1,2022-12-16,por definir
1372,1373,EDIFICIO CELTUS,"CARxVfArJAL7N3I5i8l, SANTIAGO, REGION METROPOLITANA, CHILE",LA CISTERNA,-33.448889699999995,-70.6692655,ACONCAGUA S.A.,DEPARTAMENTO,43922,52.0,195,0,2022-12-16,por definir
1373,1374,EDIFICIO AE,"ALONSO DE ERCILLA 7625, SANTIAGO, REGION METROPOLITANA, CHILE",LA FLORIDA,-33.524460000000005,-70.58622000000001,RIOS LARRAIN - INMOBILIARIA BSC,DEPARTAMENTO,43466,41.0,71,0,2022-12-16,por definir
1374,1375,ALONSO DE ERCILLA PLAZA II,"ALONSO DE ERCILLA 8624, SANTIAGO, REGION METROPOLITANA, CHILE",LA FLORIDA,-33.5317668,-70.584058,RIOS LARRAIN - INMOBILIARIA BASCO,DEPARTAMENTO,43556,58.0,39,0,2022-12-16,por definir
1375,1376,EDIFICIO MIRADOR LA FLORIDA,"VICUÑA MACKENNA 6130, SANTIAGO, REGION METROPOLITANA, CHILE",LA FLORIDA,-33.512136399999996,-70.609724,CBS DESARROLLOS,DEPARTAMENTO,43831,46.0,233,0,2022-12-16,por definir
1376,1377,EDIFICIO KARU,"GERONIMO DE ALDERETE 1844, SANTIAGO, REGION METROPOLITANA, CHILE",LA FLORIDA,-33.5278201,-70.5750414,ABSALON INMOBILIARIA,DEPARTAMENTO,43709,71.0,95,0,2022-12-16,por definir
1377,1378,EDIFICIO LA FLORIDA,"VICUÑA MACKENNA 9060, SANTIAGO, REGION METROPOLITANA, CHILE",LA FLORIDA,-33.5390106,-70.5910088,MEGAPRO,DEPARTAMENTO,43739,55.5,199,1,2022-12-16,por definir
1378,1379,EDIFICIO VALDES,"COLOMBIA 7800, SANTIAGO, REGION METROPOLITANA, CHILE",LA FLORIDA,-33.5259479,-70.5886591,MOLINA MOREL INMOBILIARIA Y CONSTRUCTORA LTDA,DEPARTAMENTO,43739,47.5,102,0,2022-12-16,por definir
1379,1380,LAS ACACIAS 7700,"LAS ACACIAS 7700, SANTIAGO, REGION METROPOLITANA, CHILE",LA FLORIDA,-33.5250473,-70.5993253,CASTRO Y TAGLE INMOBILIARIA,DEPARTAMENTO,43739,42.0,95,0,2022-12-16,por definir
1380,1381,CONDOMINIO CORCOLENES,"LOiSWCCORCOLsEtNES5H7x2f7r4t, SANTIAGO, REGION METROPOLITANA, CHILE",LA REINA,-33.448889699999995,-70.6692655,INMOBILIARIA ESENCIA,CASA,43556,103.0,6,0,2022-12-16,por definir
1381,1382,CONDOMINIO JAVIERA CARRERA SUR 667,"JrAjVjIEIRIAC4CsARyRxEjRAOPSfUiRW26I6y7y, SANTIAGO, REGION METROPOLITANA, CHILE",LA REINA,-33.448889699999995,-70.6692655,INMOBILIARIA RUPANCO,CASA,43405,120.0,10,0,2022-12-16,por definir
1382,1383,TOWNHOUSE GARDEN,"JOHND6JIACjKSxOjNQ01r7x4t1z, SANTIAGO, REGION METROPOLITANA, CHILE",LA REINA,-33.448889699999995,-70.6692655,HABITABLE INMOBILIARIA,CASA,43831,139.0,13,0,2022-12-16,por definir
1383,1384,CANTAGALLO,"SANM9FyRyAsNCISjCjO97DfEGBAiSrISD81r1y5y, SANTIAGO, REGION METROPOLITANA, CHILE",LAS CONDES,-33.448889699999995,-70.6692655,IMPULSA COMERCIALIZACION INMOBILIARIA SPA,DEPARTAMENTO,43952,56.5,96,0,2022-12-16,por definir
1384,1385,EDIFICIO NEVERIA ORIENTE,"EVARISTO LILLO 163, SANTIAGO, REGION METROPOLITANA, CHILE",LAS CONDES,-33.4146942,-70.5813185,INMOBILIARIA NUMANCIA,DEPARTAMENTO,44197,82.5,32,0,2022-12-16,por definir
1385,1386,EDIFICIO LOS NAVEGANTES,"EtLD7BErRGAINTIfNC39f7l0i, SANTIAGO, REGION METROPOLITANA, CHILE",LAS CONDES,-33.448889699999995,-70.6692655,SSILVA GESTION INMOBILIARIA,DEPARTAMENTO,44013,109.5,45,1,2022-12-16,por definir
1386,1387,EDIFICIO COLON 4947,"COILOrN084x9r4t7i, SANTIAGO, REGION METROPOLITANA, CHILE",LAS CONDES,-33.448889699999995,-70.6692655,ALMAGRO S.A.,DEPARTAMENTO,44013,102.5,98,1,2022-12-16,por definir
1387,1388,EDIFICIO ZAMORA 4464,"MfAIRsTyIrNAADE69ZzAIMOsRlAPM4f4x6r4x, SANTIAGO, REGION METROPOLITANA, CHILE",LAS CONDES,-33.448889699999995,-70.6692655,ALMAGRO S.A.,DEPARTAMENTO,43831,103.0,54,0,2022-12-16,por definir
1388,1389,EDIFICIO PADRE HURTADO,"PIAiDRzE68HrURTAjDzO8B1f7f7j7x, SANTIAGO, REGION METROPOLITANA, CHILE",LAS CONDES,-33.448889699999995,-70.6692655,ALMAGRO S.A.,DEPARTAMENTO,44013,97.5,87,1,2022-12-16,por definir
1389,1390,EDIFICIO ENTRE SAUCES,"PIEsDRiO6NJtESUlSQ6RODRrIrGrUsEfZ554i0I0i, SANTIAGO, REGION METROPOLITANA, CHILE",LO BARNECHEA,-33.448889699999995,-70.6692655,FORTALEZA,DEPARTAMENTO,44197,101.0,68,1,2022-12-16,por definir
1390,1391,LOS OLIVOS DE SAN RAFAEL III,"ELPNTiRlANlQIUEEA1y0I1r0I0l, SANTIAGO, REGION METROPOLITANA, CHILE",LO BARNECHEA,-33.448889699999995,-70.6692655,ALMAGRO S.A.,DEPARTAMENTO,43862,335.0,18,0,2022-12-16,por definir
1391,1392,EDIFICIO VERDECE,"LzASK7ROSAiSAV1i2z3t5z0t, SANTIAGO, REGION METROPOLITANA, CHILE",LO BARNECHEA,-33.448889699999995,-70.6692655,PAZ INMOBILIARIA,DEPARTAMENTO,43922,110.0,71,1,2022-12-16,por definir
1392,1393,EDIFICIO TORRES MOVE,"PEDRO TORRES 1278, SANTIAGO, REGION METROPOLITANA, CHILE",ÑUÑOA,-33.443670000000004,-70.5863679,MOUNTAIN VIEW R.E.,DEPARTAMENTO,43374,79.0,28,0,2022-12-16,por definir
1393,1394,EDIFICIO TREND,"JOSE PEDRO ALESSANDRI 233, SANTIAGO, REGION METROPOLITANA, CHILE",ÑUÑOA,-33.456951499999995,-70.5982051,SAN ISIDRO GRUPO INMOBILIARIO,DEPARTAMENTO,43831,37.5,70,0,2022-12-16,por definir
1394,1395,CONDOMINIO ROSAL ORIENTE,"FjLOjRV2DErLDDNlOlTyRlOOE1s6r3f, SANTIAGO, REGION METROPOLITANA, CHILE",MAIPU,-33.448889699999995,-70.6692655,INMOBILIARIA SIP,DEPARTAMENTO,43831,61.0,112,1,2022-12-16,por definir
1395,1396,EDIFICIO URBANO,"VIRGINIO ARIAS 1400, SANTIAGO, REGION METROPOLITANA, CHILE",ÑUÑOA,-33.4674514,-70.5966065,GARCIA BRUCE DESARROLLO,DEPARTAMENTO,00-01-1900,57.5,80,0,2022-12-16,por definir
1396,1397,EDIFICIO VALENCIA,"VALENCIA 2150, SANTIAGO, REGION METROPOLITANA, CHILE",ÑUÑOA,-33.4470197,-70.6098518,BROTEC INMOBILIARIA,DEPARTAMENTO,43191,77.5,83,0,2022-12-16,por definir
1397,1398,EDIFICIO VENEZIA,"HAMBURGO 800, SANTIAGO, REGION METROPOLITANA, CHILE",ÑUÑOA,-33.4468309,-70.5772259,GRUPO ESPACIOS,DEPARTAMENTO,43435,82.5,94,0,2022-12-16,por definir
1398,1399,EDIFICIO VERONA,"SANTA JULIA 360, SANTIAGO, REGION METROPOLITANA, CHILE",ÑUÑOA,-33.4587016,-70.589914,GRUPO ESPACIOS,DEPARTAMENTO,43891,65.0,36,1,2022-12-16,por definir
1399,1400,EDIFICIO VISTA ANDINA II,"Luis Valenzuela 3020, SANTIAGO, REGION METROPOLITANA, CHILE",MACUL,-33.4896895,-70.5995367,RVC INGENIERIA Y CONSTRUCCION,DEPARTAMENTO,42156,54.5,152,0,2022-12-16,por definir
1400,1401,EQUIRENT CARMEN,"CsAyRMEfNB76s5r0f, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.448889699999995,-70.6692655,INMOBILIARIA GRUPO AXION Y AXIONATE,DEPARTAMENTO,43831,39.0,172,1,2022-12-16,por definir
1401,1402,EDIFICIO VISTA COVENTRY,"COVENTRY 210, SANTIAGO, REGION METROPOLITANA, CHILE",ÑUÑOA,-33.4528175,-70.5803049,INMOBILIARIA Y CONSTRUCTORA EDICASA DOS LTDA,DEPARTAMENTO,42736,80.0,30,0,2022-12-16,por definir
1402,1403,EDIFICIO VISTA MACUL,"LUIS VALENZUELA ARIS 3220, SANTIAGO, REGION METROPOLITANA, CHILE",MACUL,-33.4895497,-70.5988838,RVC INGENIERIA Y CONSTRUCCION,DEPARTAMENTO,42614,60.0,172,0,2022-12-16,por definir
1403,1404,EDIFICIO VISTA MACUL II,"LUIS VALENZUELA ARIS 3268, SANTIAGO, REGION METROPOLITANA, CHILE",MACUL,-33.4893996,-70.5986015,RVC INGENIERIA Y CONSTRUCCION,DEPARTAMENTO,43191,58.0,70,0,2022-12-16,por definir
1404,1405,LAS TERRAZAS DE LAS PIRCAS,"JsUsANAEDEO0DIsOSHCCOyRtREACM4i2t8y0z, SANTIAGO, REGION METROPOLITANA, CHILE",PEÑALOLEN,-33.448889699999995,-70.6692655,CE INMOBILIARIA LAS PIRCAS,CASA,43647,236.5,22,0,2022-12-16,por definir
1405,1406,EDIFICIO LOS ESTANQUES,"PxEDRO80DEUPVALyDlIjVIA8Q1j2i7r9r, SANTIAGO, REGION METROPOLITANA, CHILE",PROVIDENCIA,-33.448889699999995,-70.6692655,ALMAGRO S.A.,DEPARTAMENTO,43831,83.5,72,0,2022-12-16,por definir
1406,1407,EDIFICIO MARCHAT PEREIRA,"MrAIRCHiANzTN0PElRzElIRA5Q6y6t0l, SANTIAGO, REGION METROPOLITANA, CHILE",PROVIDENCIA,-33.448889699999995,-70.6692655,ALMAGRO S.A.,DEPARTAMENTO,43831,82.0,67,1,2022-12-16,por definir
1407,1408,JARDINES VIZCACHAS MEDITERRANEAS,"CAMyINzO58SAN2KJOSE9NDtEMMMfAIPyO090t5l8j7j9I, SANTIAGO, REGION METROPOLITANA, CHILE",PUENTE ALTO,-33.379493499999995,-70.5495363,INMOBILIARIA JARDINES LAS VIZCACHAS,CASA,43374,117.5,33,0,2022-12-16,por definir
1408,1409,CUMBRES DEL PERAL,"EfLV2PERALN60y6y8j9z8r, SANTIAGO, REGION METROPOLITANA, CHILE",PUENTE ALTO,-33.448889699999995,-70.6692655,INMOBILIARIA FG,DEPARTAMENTO,43678,64.5,160,1,2022-12-16,por definir
1409,1410,CONJUNTO HABITACIONAL LOS PINTORES DE LA INDEPENDENCIA,"INsDExPiENDzExNsCIxAM51x2s4x0j, SANTIAGO, REGION METROPOLITANA, CHILE",PUENTE ALTO,-33.448889699999995,-70.6692655,SOCIEDAD INMOBILIARIA Y DE INVERSIONES BIO BIO,CASA,43221,75.0,34,0,2022-12-16,por definir
1410,1411,CUMBRES DEL PERAL - CASAS,"EzL8WPERIALQ30i6t8z9r8r, SANTIAGO, REGION METROPOLITANA, CHILE",PUENTE ALTO,-33.448889699999995,-70.6692655,INMOBILIARIA FG,CASA,43556,108.0,64,1,2022-12-16,por definir
1411,1412,EDIFICIO BARTOLO II,"BArRTjOrLOMKSOTO554i0j5t5i, SANTIAGO, REGION METROPOLITANA, CHILE",SAN MIGUEL,-33.448889699999995,-70.6692655,PAZ INMOBILIARIA,DEPARTAMENTO,44197,70.0,192,1,2022-12-16,por definir
1412,1413,EDIFICIO CALAFQUEN II,"BrARTOLO9ESjOTO3A3z9x5f0x, SANTIAGO, REGION METROPOLITANA, CHILE",SAN MIGUEL,-33.448889699999995,-70.6692655,INMOBILIARIA ALMAHUE,DEPARTAMENTO,43831,73.5,125,0,2022-12-16,por definir
1413,1414,SPIRIT,"ALCjALDsEO6PxEDzROD9ALAsRCzOrNK88s0I5i, SANTIAGO, REGION METROPOLITANA, CHILE",SAN MIGUEL,-33.448889699999995,-70.6692655,URMENETA GESTION INMOBILIARIA,DEPARTAMENTO,43739,38.5,204,0,2022-12-16,por definir
1414,1415,SANTIAGO VISTANOVA,"MATtUsClANAPU1z1l0I1f, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.448889699999995,-70.6692655,VIDA NUEVA INMOBILIARIA,DEPARTAMENTO,44013,39.5,326,0,2022-12-16,por definir
1415,1416,EDIFICIO CARRERA II,"GjAYEC1I9i6I1j, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.448889699999995,-70.6692655,ALMAGRO S.A.,DEPARTAMENTO,43770,60.0,155,0,2022-12-16,por definir
1416,1417,ECO ENCALADA,"ALMIlRAyNTEP6BLxAiNxCsOAAEsNCrAILiAzDIADH2y5r2r1I, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.448889699999995,-70.6692655,INMOBILIARIA FUNDAMENTA,DEPARTAMENTO,44287,43.5,396,1,2022-12-16,por definir
1417,1418,EDIFICIO BOHO CONCEPT,"COMPAÑyÍjAP0DE6WJESrUjSWC1j6f5f6j, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.448889699999995,-70.6692655,AVSA INMOBILIARIA,DEPARTAMENTO,43922,38.0,297,0,2022-12-16,por definir
1418,1419,ELEUTERIO RAMIREZ,"ELIEUjTERIxO34RAyMlIRtEiZGC7r2j3l, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.448889699999995,-70.6692655,IMAGINA INMOBILIARIA,DEPARTAMENTO,44287,36.0,120,1,2022-12-16,por definir
1419,1420,COLIFE,"GEfNyEyRyAL99JOjFRlEBD2r2z0l, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.448889699999995,-70.6692655,FAI INMOBILIARIA,DEPARTAMENTO,43922,45.5,70,0,2022-12-16,por definir
1420,1421,EDIFICIO WALK,"EjLNDCsOIHfUzEVV3f9z0l0j, SANTIAGO, REGION METROPOLITANA, CHILE",VITACURA,-33.448889699999995,-70.6692655,EXXACON DESARROLLOS INMOBILIARIOS,DEPARTAMENTO,44013,100.5,26,0,2022-12-16,por definir
1421,1422,CONDOMINIO SAN MARTIN,"TIzERlRA74FEtRtTlIL8G1x7x4j5r, SANTIAGO, REGION METROPOLITANA, CHILE",MAIPU,-33.448889699999995,-70.6692655,INMOBILIARIA TODOS LOS SANTOS,DEPARTAMENTO,43831,59.0,96,0,2022-12-16,por definir
1422,1423,EDIFICIOS ROJAS MAGALLANES 2085 - EDIFICIO ROBLE,"ROJAS MAGALLANES 2085, SANTIAGO, REGION METROPOLITANA, CHILE",LA FLORIDA,-33.535699,-70.5702726,CONVET,DEPARTAMENTO,43831,75.5,65,1,2022-12-16,por definir
1423,1424,EDIFICIOS ROJAS MAGALLANES 2085 - EDIFICIO CANELO,"ROJAS MAGALLANES 2085, SANTIAGO, REGION METROPOLITANA, CHILE",LA FLORIDA,-33.535699,-70.5702726,CONVET,DEPARTAMENTO,43831,75.5,66,1,2022-12-16,por definir
1424,1425,ALCAZAR BRISAS NORTE,"CALEjTEjRfAV7GErNEyRAtLOVSAyNB6MzAtRsTjIrNPG0x6I0t, SANTIAGO, REGION METROPOLITANA, CHILE",COLINA,-33.448889699999995,-70.6692655,INMOBILIARIA LOS CASTAÑOS S.A.,CASA,43405,132.5,52,1,2022-12-16,por definir
1425,1426,CONDOMINIO DIEGO PORTALES,"DlIzEGO84PlOiRTAsLESH31y5l4r7r, SANTIAGO, REGION METROPOLITANA, CHILE",LA FLORIDA,-33.448889699999995,-70.6692655,RIMAZA GRUPO INMOBILIARIO,CASA,43678,71.0,36,0,2022-12-16,por definir
1426,1427,ALTOS DEL PEÑON,"CrAiRrDrENAzL0HOVfIlEDfOPAS/N, SANTIAGO, REGION METROPOLITANA, CHILE",PUENTE ALTO,-33.4020983,-70.6371882,INMOBILIARIA GPR LAS CAÑAS LTDA,CASA,43556,59.5,12,1,2022-12-16,por definir
1427,1428,EDIFICIO BORGETTO,"RzADtALDE1y2l2x7y, SANTIAGO, REGION METROPOLITANA, CHILE",QUINTA NORMAL,-33.448889699999995,-70.6692655,INMOBILIARIA PERSEVERANCIA,DEPARTAMENTO,43678,43.5,249,0,2022-12-16,por definir
1428,1429,EDIFICIO GREEN CONCEPT SAZIE,"SfAZsIE2OExSlQzUINA78ABrAiTiEUHMOLfIINA, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.448889699999995,-70.6692655,URMENETA GESTION INMOBILIARIA,DEPARTAMENTO,44044,37.5,124,1,2022-12-16,por definir
1429,1430,EDIFICIO CENTRICO,"LzItRAHO1f8y5s, SANTIAGO, REGION METROPOLITANA, CHILE",SANTIAGO,-33.448889699999995,-70.6692655,INMOBILIARIA NORTE VERDE,DEPARTAMENTO,44044,32.0,124,0,2022-12-16,por definir
1430,1431,CONDOMINIO DOÑA CATALINA,"CtENtTlRAiLDQ8s3x0f, SANTIAGO, REGION METROPOLITANA, CHILE",SAN BERNARDO,-33.448889699999995,-70.6692655,INVERTA PROPIEDADES,CASA,43709,67.0,19,0,2022-12-16,por definir
1431,1432,CONDOMINIO PARQUE LA AGUADA II,"CAyRLsOzS0ASfIILVAPBVIrLjDOSOILA891l0r6y8x, SANTIAGO, REGION METROPOLITANA, CHILE",SAN MIGUEL,-33.448889699999995,-70.6692655,INMOBILIARIA TERRAFIRME II SPA,DEPARTAMENTO,43435,50.5,180,1,2022-12-16,por definir
1432,1433,CASAS LAS PIRCAS 4220,"LxASOOPIIRCAsSW64z2z2I0r, SANTIAGO, REGION METROPOLITANA, CHILE",PEÑALOLEN,-33.448889699999995,-70.6692655,SIP,CASA,43282,140.0,16,0,2022-12-16,por definir
1433,1434,MUNDO SENS,"DREStDENO81z6t6l9i, SANTIAGO, REGION METROPOLITANA, CHILE",SAN MIGUEL,-33.448889699999995,-70.6692655,GIMAX,DEPARTAMENTO,43922,67.5,120,0,2022-12-16,por definir
1434,1435,EDIFICIO PEDRO DE VALDIVIA 2425,"PEiDRfO5HDE3QVAfLDtIVIAPH2x4t2i5f, SANTIAGO, REGION METROPOLITANA, CHILE",PROVIDENCIA,-33.448889699999995,-70.6692655,CONSTRUCTORA IGNACIO HURTADO,DEPARTAMENTO,43678,61.0,130,0,2022-12-16,por definir
1435,1436,CONCEPTO SMART VICUÑA,"VfICtUÑAK4MACKyEsNNAOE3x8r9I7j, SANTIAGO, REGION METROPOLITANA, CHILE",SAN JOAQUIN,-33.448889699999995,-70.6692655,IMAGINA INMOBILIARIA,DEPARTAMENTO,44287,55.0,160,1,2022-12-16,por definir
1436,1437,EDIFICIO LYON 800,"RfICARDzOKULYzONBW8x0I0j, SANTIAGO, REGION METROPOLITANA, CHILE",PROVIDENCIA,-33.448889699999995,-70.6692655,SIMONETTI INMOBILIARIA,DEPARTAMENTO,43922,96.5,110,1,2022-12-16,por definir
1437,1438,EDIFICIO BULNES,"BULlNxES7U8z7x2I, SANTIAGO, REGION METROPOLITANA, CHILE",SAN BERNARDO,-33.448889699999995,-70.6692655,INMOBILIARIA E INVERSIONES RPM S.A.,DEPARTAMENTO,43466,55.0,72,0,2022-12-16,por definir
1438,1439,EDIFICIO ALTO PAJARITOS,"PAJAtRIzTOS794r6I5t0t, SANTIAGO, REGION METROPOLITANA, CHILE",MAIPU,-33.448889699999995,-70.6692655,INMOBILIARIA COPAHUE,DEPARTAMENTO,44197,62.5,267,1,2022-12-16,por definir
1439,1440,CONDOMINIO NEWEN,"JfUAiNEDDzEPDDjIOxS0NCjOfRsREiAEC3i5t9y5i, SANTIAGO, REGION METROPOLITANA, CHILE",PUENTE ALTO,-33.448889699999995,-70.6692655,URBANIZA S.A.,CASA,43831,75.0,100,1,2022-12-16,por definir
1440,1441,EDIFICIO LAS HORTENCIAS,"LyAzSNWHrORlTENxCIIlASBC2s8s6l2z, SANTIAGO, REGION METROPOLITANA, CHILE",PROVIDENCIA,-33.448889699999995,-70.6692655,ACTUAL GRUPO INMOBILIARIO,DEPARTAMENTO,43922,75.0,120,0,2022-12-16,por definir
1441,1442,CASA VITACURA,"VITfAsCUrRsAN53x4s4r1t, SANTIAGO, REGION METROPOLITANA, CHILE",VITACURA,-33.448889699999995,-70.6692655,MODE CHILE S.A.,DEPARTAMENTO,43831,124.0,51,1,2022-12-16,por definir
1442,1443,EDIFICIO VISTA ÑUÑOA,"IRARRAZAVAL 5353, SANTIAGO, REGION METROPOLITANA, CHILE",ÑUÑOA,-33.453431,-70.5748459,SIENA INMOBILIARIA S.A.,DEPARTAMENTO,42644,57.0,288,0,2022-12-16,por definir
1443,1444,EDIFICIO VIVE,"IRARRAZAVAL 2150, SANTIAGO, REGION METROPOLITANA, CHILE",ÑUÑOA,-33.4534249,-70.6084344,GRUPO ICOM,DEPARTAMENTO,43009,51.0,243,0,2022-12-16,por definir
1444,1445,ISA MAR JONICO,"MAzRBAJrONjIyCiOB87i5s0i9z, SANTIAGO, REGION METROPOLITANA, CHILE",VITACURA,-33.448889699999995,-70.6692655,ISA INMOBILIARIA,DEPARTAMENTO,43831,107.0,36,1,2022-12-16,por definir
1445,1446,EDIFICIO WISCONSIN 1010,"KIExNNzEDYVN7I5s9j6t, SANTIAGO, REGION METROPOLITANA, CHILE",VITACURA,-33.448889699999995,-70.6692655,INMOBILIARIA E INVERSIONES LA FONTANA,DEPARTAMENTO,43466,60.0,72,0,2022-12-16,por definir
